id,post_id,thread_id,type,comment_id,old_visual_id,visual_id,issue,formula
922,65,59,answer,,8229953,8229953,, <semantics><mi>v</mi><mo>=</mo><mi>arccos</mi><mo>⁡</mo><mo>(</mo><mfrac><msub><mi>x</mi><mn>1</mn></msub><mo>⁢</mo><msub><mi>x</mi><mn>2</mn></msub><mo>+</mo><msub><mi>y</mi><mn>1</mn></msub><mo>⁢</mo><msub><mi>y</mi><mn>2</mn></msub><msqrt><mo>(</mo><msubsup><mi>x</mi><mn>1</mn><mn>2</mn></msubsup><mo>+</mo><msubsup><mi>y</mi><mn>1</mn><mn>2</mn></msubsup><mo>)</mo><mo>⋅</mo><mo>(</mo><msubsup><mi>x</mi><mn>2</mn><mn>2</mn></msubsup><mo>+</mo><msubsup><mi>y</mi><mn>2</mn><mn>2</mn></msubsup><mo>)</mo></msqrt></mfrac><mo>)</mo></semantics> 
923,65,59,answer,,8229954,8229954,, <semantics><mi>v</mi><mo>=</mo><mi>arccos</mi><mo>⁡</mo><mo>(</mo><mfrac><msub><mi>x</mi><mn>1</mn></msub><mo>⁢</mo><msub><mi>x</mi><mn>2</mn></msub><mo>+</mo><msub><mi>y</mi><mn>1</mn></msub><mo>⁢</mo><msub><mi>y</mi><mn>2</mn></msub><mo>+</mo><msub><mi>z</mi><mn>1</mn></msub><mo>⁢</mo><msub><mi>z</mi><mn>2</mn></msub><msqrt><mo>(</mo><msubsup><mi>x</mi><mn>1</mn><mn>2</mn></msubsup><mo>+</mo><msubsup><mi>y</mi><mn>1</mn><mn>2</mn></msubsup><mo>+</mo><msubsup><mi>z</mi><mn>1</mn><mn>2</mn></msubsup><mo>)</mo><mo>⋅</mo><mo>(</mo><msubsup><mi>x</mi><mn>2</mn><mn>2</mn></msubsup><mo>+</mo><msubsup><mi>y</mi><mn>2</mn><mn>2</mn></msubsup><mo>+</mo><msubsup><mi>z</mi><mn>2</mn><mn>2</mn></msubsup><mo>)</mo></msqrt></mfrac><mo>)</mo></semantics> 
924,2779172,59,answer,,15785,15785,," <semantics><mo>(</mo><msub><mi>x</mi><mn>1</mn></msub><mo>,</mo><msub><mi>y</mi><mn>1</mn></msub><mo>)</mo></semantics> "
925,2779172,59,answer,,38924,38924,," <semantics><mo>(</mo><msub><mi>x</mi><mn>2</mn></msub><mo>,</mo><msub><mi>y</mi><mn>2</mn></msub><mo>)</mo></semantics> "
926,2779172,59,answer,,206,206,, <semantics><mi>θ</mi></semantics> 
927,2779172,59,answer,,3609,3609,, <semantics><mo>=</mo></semantics> 
928,2779172,59,answer,,8229955,8229955,, <semantics><mi>θ</mi><mo>=</mo><mi>T</mi><mo>⁢</mo><mi>a</mi><mo>⁢</mo><msup><mi>n</mi><mo>-</mo><mn>1</mn></msup><mo>⁢</mo><mfrac><msub><mi>y</mi><mn>2</mn></msub><msub><mi>x</mi><mn>2</mn></msub></mfrac><mo>-</mo><mi>T</mi><mo>⁢</mo><mi>a</mi><mo>⁢</mo><msup><mi>n</mi><mo>-</mo><mn>1</mn></msup><mo>⁢</mo><mfrac><msub><mi>y</mi><mn>1</mn></msub><msub><mi>x</mi><mn>1</mn></msub></mfrac></semantics> 
929,137,67,answer,,8229956,8229956,, <semantics><msup><mi>y</mi><mn>2</mn></msup><mo>=</mo><msup><mi>x</mi><mn>3</mn></msup><mo>-</mo><mi>A</mi><mo>⁢</mo><mi>x</mi><mo>+</mo><mi>B</mi></semantics> 
930,137,67,answer,,48617,48617,, <semantics><msup><mi>m</mi><mn>2</mn></msup></semantics> 
931,137,67,answer,,20,20,, <semantics><mi>m</mi></semantics> 
932,74,74,question,,115,115,, <semantics><mi>X</mi></semantics> 
933,74,74,question,,220726,220726,, <semantics><mi>Y</mi></semantics> 
934,74,74,question,,1066026,1066026,, <semantics><mi>Y</mi><mo>=</mo><mi>X</mi><mo>+</mo><mi>Z</mi></semantics> 
935,74,74,question,,115,115,, <semantics><mi>X</mi></semantics> 
936,74,74,question,,388,388,, <semantics><mi>Z</mi></semantics> 
937,74,74,question,,220726,220726,, <semantics><mi>Y</mi></semantics> 
938,74,74,question,,388,388,, <semantics><mi>Z</mi></semantics> 
939,74,74,question,,115,115,, <semantics><mi>X</mi></semantics> 
940,74,74,question,,388,388,, <semantics><mi>Z</mi></semantics> 
941,1273,74,answer,,8229957,8229957,, <semantics><msub><mi>φ</mi><mi>Y</mi></msub><mo>⁢</mo><mo>(</mo><mi>t</mi><mo>)</mo><mo>=</mo><mi>E</mi><mo>⁢</mo><mo>[</mo><msup><mi>e</mi><mi>i</mi><mo>⁢</mo><mi>t</mi><mo>⁢</mo><mi>Y</mi></msup><mo>]</mo><mo>=</mo><mi>E</mi><mo>⁢</mo><mo>[</mo><msup><mi>e</mi><mi>i</mi><mo>⁢</mo><mi>t</mi><mo>⁢</mo><mo>(</mo><mi>X</mi><mo>+</mo><mi>Z</mi><mo>)</mo></msup><mo>]</mo><mo>=</mo><mi>E</mi><mo>⁢</mo><mo>[</mo><msup><mi>e</mi><mi>i</mi><mo>⁢</mo><mi>t</mi><mo>⁢</mo><mi>X</mi></msup><mo>]</mo><mo>⁢</mo><mi>E</mi><mo>⁢</mo><mo>[</mo><msup><mi>e</mi><mi>i</mi><mo>⁢</mo><mi>t</mi><mo>⁢</mo><mi>Z</mi></msup><mo>]</mo></semantics> 
942,1273,74,answer,,8229958,8229958,, <semantics><msub><mi>φ</mi><mi>Z</mi></msub><mo>⁢</mo><mo>(</mo><mi>t</mi><mo>)</mo><mo>=</mo><mi>E</mi><mo>⁢</mo><mo>[</mo><msup><mi>e</mi><mi>i</mi><mo>⁢</mo><mi>t</mi><mo>⁢</mo><mi>Z</mi></msup><mo>]</mo><mo>=</mo><mi>E</mi><mo>⁢</mo><mo>[</mo><msup><mi>e</mi><mi>i</mi><mo>⁢</mo><mi>t</mi><mo>⁢</mo><mi>Y</mi></msup><mo>]</mo><mo>/</mo><mi>E</mi><mo>⁢</mo><mo>[</mo><msup><mi>e</mi><mi>i</mi><mo>⁢</mo><mi>t</mi><mo>⁢</mo><mi>X</mi></msup><mo>]</mo></semantics> 
943,91,75,comment,5933084.0,342,342,, <semantics><mn>1</mn></semantics> 
945,180,75,answer,,336470,336470,, <semantics><mi>x</mi><mo>→</mo><msup><mi>x</mi><mo>-</mo><mn>1</mn></msup></semantics> 
946,271878,75,answer,,673,673,, <semantics><mi>G</mi></semantics> 
947,271878,75,answer,,1756357,1756357,, <semantics><msup><mi>G</mi><mtext>op</mtext></msup></semantics> 
948,271878,75,answer,,301532,301532,, <semantics><mi>g</mi><mo>↦</mo><msup><mi>g</mi><mo>-</mo><mn>1</mn></msup></semantics> 
949,271878,75,answer,,673,673,, <semantics><mi>G</mi></semantics> 
950,271878,75,answer,,277,277,, <semantics><mi>R</mi></semantics> 
951,271878,75,answer,,277,277,, <semantics><mi>R</mi></semantics> 
952,20092,77,answer,,9946,9946,, <semantics><mo>×</mo></semantics> 
953,102,83,comment,1249168.0,8229959,8229959,, <semantics><mi><math>  <math>  /mi><mo>⁢</mo><mi>s</mi><mo>⁢</mo><mi>m</mi><mo>⁢</mo><mi>a</mi><mo>⁢</mo><mi>r</mi><mo>⁢</mo><mi>t</mi><mo>⁢</mo><mi><math>  <math>  /mi></semantics> 
954,97,97,title,,153481,153481,, <semantics><mi>erf</mi><mo>⁡</mo><mo>(</mo><mi>x</mi><mo>)</mo></semantics> 
955,97,97,question,,115180,115180,, <semantics><mi>erf</mi><mo>⁡</mo><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><mfrac><mn>2</mn><msqrt><mi>π</mi></msqrt></mfrac><mo>⁢</mo><msubsup><mo>∫</mo><mn>0</mn><mi>x</mi></msubsup><msup><mi>e</mi><mo>-</mo><msup><mi>t</mi><mn>2</mn></msup></msup><mo>⁢</mo><mo>𝑑</mo><mi>t</mi></semantics> 
957,1224,97,answer,,188110,188110,, <semantics><mi>exp</mi><mo>⁡</mo><mo>(</mo><mo>-</mo><msup><mi>x</mi><mn>2</mn></msup><mo>)</mo></semantics> 
959,996598,97,answer,,8229960,8229960,," <semantics><mi>M</mi><mo>⁢</mo><mo>(</mo><mi>a</mi><mo>,</mo><mi>b</mi><mo>,</mo><mi>z</mi><mo>)</mo><mo>=</mo><munderover><mo>∑</mo><mi>s</mi><mo>=</mo><mn>0</mn><mi>∞</mi></munderover><mfrac><msub><mo>(</mo><mi>a</mi><mo>)</mo><mi>s</mi></msub><msub><mo>(</mo><mi>b</mi><mo>)</mo><mi>s</mi></msub><mo>⁢</mo><mi>s</mi><mo>!</mo></mfrac><mo>⁢</mo><msup><mi>z</mi><mi>s</mi></msup><mo>=</mo><mn>1</mn><mo>+</mo><mfrac><mi>a</mi><mi>b</mi></mfrac><mo>⁢</mo><mi>z</mi><mo>+</mo><mfrac><mi>a</mi><mo>⁢</mo><mo>(</mo><mi>a</mi><mo>+</mo><mn>1</mn><mo>)</mo><mi>b</mi><mo>⁢</mo><mo>(</mo><mi>b</mi><mo>+</mo><mn>1</mn><mo>)</mo><mo>⁢</mo><mn>2</mn><mo>!</mo></mfrac><mo>⁢</mo><msup><mi>z</mi><mn>2</mn></msup><mo>+</mo><mi>…</mi><mo>,</mo><mi>z</mi><mo>∈</mo><mi>ℂ</mi></semantics> "
960,996598,97,answer,,8229961,8229961,," <semantics><mi>M</mi><mo>⁢</mo><mo>(</mo><mi>a</mi><mo>,</mo><mi>b</mi><mo>,</mo><mi>z</mi><mo>)</mo><mo>=</mo><munderover><mo>∑</mo><mi>s</mi><mo>=</mo><mn>0</mn><mi>∞</mi></munderover><mfrac><msub><mo>(</mo><mi>a</mi><mo>)</mo><mi>s</mi></msub><mi>Γ</mi><mo>⁢</mo><mo>(</mo><mi>b</mi><mo>+</mo><mi>s</mi><mo>)</mo><mo>⁢</mo><mi>s</mi><mo>!</mo></mfrac><mo>⁢</mo><msup><mi>z</mi><mi>s</mi></msup></semantics> "
961,996598,97,answer,,8229962,8229962,," <semantics><mtext>erf</mtext><mo>⁢</mo><mo>(</mo><mi>z</mi><mo>)</mo><mo>=</mo><mfrac><mn>2</mn><mo>⁢</mo><mi>z</mi><msqrt><mi>π</mi></msqrt></mfrac><mo>⁢</mo><mi>M</mi><mo>⁢</mo><mo>(</mo><mn>.5</mn><mo>,</mo><mn>1.5</mn><mo>,</mo><mo>-</mo><msup><mi>z</mi><mn>2</mn></msup><mo>)</mo><mo>=</mo><mfrac><mn>2</mn><mo>⁢</mo><mi>z</mi><msqrt><mi>π</mi></msqrt></mfrac><mo>⁢</mo><msup><mi>e</mi><mo>-</mo><msup><mi>z</mi><mn>2</mn></msup></msup><mo>⁢</mo><mi>M</mi><mo>⁢</mo><mo>(</mo><mn>1</mn><mo>,</mo><mn>1.5</mn><mo>,</mo><msup><mi>z</mi><mn>2</mn></msup><mo>)</mo></semantics> "
966,101,101,question,,3581,3581,, <semantics><mn>13</mn></semantics> 
967,101,101,question,,10141,10141,, <semantics><mn>50</mn></semantics> 
968,101,101,question,,8229965,8229965,, <semantics><mn>37107287533902102798797998220837590246510135740250</mn></semantics> 
969,101,101,question,,8229966,8229966,, <semantics><mn>0135740250</mn></semantics> 
970,101,101,question,,34260,34260,, <semantics><mn>64</mn></semantics> 
971,101,101,question,,1593,1593,, <semantics><mn>10</mn></semantics> 
974,107,107,title,,2775866,2775866,, <semantics><mn>0</mn></semantics> 
975,107,107,question,,1593,1593,, <semantics><mn>10</mn></semantics> 
976,107,107,question,,342,342,, <semantics><mn>1</mn></semantics> 
977,107,107,question,,1593,1593,, <semantics><mn>10</mn></semantics> 
978,107,107,question,,2851,2851,, <semantics><mn>30</mn></semantics> 
979,107,107,question,,342,342,, <semantics><mn>1</mn></semantics> 
980,107,107,question,,358,358,, <semantics><mn>2</mn></semantics> 
981,107,107,question,,305,305,, <semantics><mn>3</mn></semantics> 
982,107,107,question,,1593,1593,, <semantics><mn>10</mn></semantics> 
983,107,107,question,,3056,3056,, <semantics><mn>45</mn></semantics> 
984,107,107,question,,358,358,, <semantics><mn>2</mn></semantics> 
985,107,107,question,,305,305,, <semantics><mn>3</mn></semantics> 
986,107,107,question,,1253,1253,, <semantics><mn>4</mn></semantics> 
987,107,107,question,,1253,1253,, <semantics><mn>4</mn></semantics> 
988,107,107,question,,339,339,, <semantics><mn>5</mn></semantics> 
989,107,107,question,,340,340,, <semantics><mn>6</mn></semantics> 
990,107,107,question,,3739,3739,, <semantics><mn>7</mn></semantics> 
991,107,107,question,,96848,96848,, <semantics><mn>7.5</mn></semantics> 
992,107,107,question,,3290,3290,, <semantics><mn>11</mn></semantics> 
993,107,107,question,,1253,1253,, <semantics><mn>4</mn></semantics> 
994,107,107,question,,339,339,, <semantics><mn>5</mn></semantics> 
995,107,107,question,,340,340,, <semantics><mn>6</mn></semantics> 
996,107,107,question,,2663,2663,, <semantics><mn>8</mn></semantics> 
997,107,107,question,,2663,2663,, <semantics><mn>8</mn></semantics> 
998,107,107,question,,3052,3052,, <semantics><mn>9</mn></semantics> 
999,107,107,question,,1593,1593,, <semantics><mn>10</mn></semantics> 
1000,107,107,question,,3290,3290,, <semantics><mn>11</mn></semantics>
